#SampleID	AvgSpotLen_l	BioSample_s	Experiment_s	Library_Name_s	region	LoadDate_s	MBases_l	MBytes_l	ReleaseDate_s	Run_s	SRA_Sample_s	Sample_Name_s	collection_date_s	isolation_source_s	lat_lon_s	misc_param_s	Assay_Type_s	BioProject_s	BioSampleModel_s	Consent_s	InsertSize_l	Instrument_s	LibraryLayout_s	LibrarySelection_s	LibrarySource_s	Organism_s	Platform_s	SRA_Study_s	geo_loc_name_s	host_s
SRR5380679	250	SAMN06566541	SRX2675904	IRS1.1	IR	3/27/17	0	0	3/27/17	SRR5380679	SRS2074187	IRS1.1	2014-06-17T11:31:00	Sediment	54.531944 N 5.569167 W	ZenSite:IR	AMPLICON	PRJNA379026	Metagenome or environmental	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	plant metagenome	ILLUMINA	SRP102519	missing	Zostera marina
SRR5380680	250	SAMN06566551	SRX2675905	IRR2.6	IR	3/27/17	0	0	3/27/17	SRR5380680	SRS2074188	IRR2.6	2014-07-02T17:34:00	Roots	54.2225 N 7.701944 W	ZenSite:IR	AMPLICON	PRJNA379026	Metagenome or environmental	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	plant metagenome	ILLUMINA	SRP102519	missing	Zostera marina
SRR5380681	250	SAMN06566552	SRX2675906	IRR2.20	IR	3/27/17	0	0	3/27/17	SRR5380681	SRS2074189	IRR2.20	2014-07-02T17:34:00	Roots	54.2225 N 7.701944 W	ZenSite:IR	AMPLICON	PRJNA379026	Metagenome or environmental	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	plant metagenome	ILLUMINA	SRP102519	missing	Zostera marina
SRR5380682	250	SAMN06566550	SRX2675907	IRR2.1	IR	3/27/17	0	0	3/27/17	SRR5380682	SRS2074190	IRR2.1	2014-07-02T17:34:00	Roots	54.2225 N 7.701944 W	ZenSite:IR	AMPLICON	PRJNA379026	Metagenome or environmental	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	plant metagenome	ILLUMINA	SRP102519	missing	Zostera marina
SRR5380684	250	SAMN06566540	SRX2675909	IRR1.20	IR	3/27/17	0	0	3/27/17	SRR5380684	SRS2074191	IRR1.20	2014-06-17T11:31:00	Roots	54.531944 N 5.569167 W	ZenSite:IR	AMPLICON	PRJNA379026	Metagenome or environmental	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	plant metagenome	ILLUMINA	SRP102519	missing	Zostera marina
SRR5380685	250	SAMN06566538	SRX2675910	IRR1.1	IR	3/27/17	0	0	3/27/17	SRR5380685	SRS2074193	IRR1.1	2014-06-17T11:31:00	Roots	54.531944 N 5.569167 W	ZenSite:IR	AMPLICON	PRJNA379026	Metagenome or environmental	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	plant metagenome	ILLUMINA	SRP102519	missing	Zostera marina
SRR5380686	250	SAMN06566548	SRX2675911	IRL2.6	IR	3/27/17	0	0	3/27/17	SRR5380686	SRS2074194	IRL2.6	2014-07-02T17:34:00	Leaf	54.2225 N 7.701944 W	ZenSite:IR	AMPLICON	PRJNA379026	Metagenome or environmental	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	plant metagenome	ILLUMINA	SRP102519	missing	Zostera marina
SRR5380687	250	SAMN06566549	SRX2675912	IRL2.20	IR	3/27/17	0	0	3/27/17	SRR5380687	SRS2074195	IRL2.20	2014-07-02T17:34:00	Leaf	54.2225 N 7.701944 W	ZenSite:IR	AMPLICON	PRJNA379026	Metagenome or environmental	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	plant metagenome	ILLUMINA	SRP102519	missing	Zostera marina
SRR5380688	250	SAMN06566547	SRX2675913	IRL2.1	IR	3/27/17	0	0	3/27/17	SRR5380688	SRS2074196	IRL2.1	2014-07-02T17:34:00	Leaf	54.2225 N 7.701944 W	ZenSite:IR	AMPLICON	PRJNA379026	Metagenome or environmental	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	plant metagenome	ILLUMINA	SRP102519	missing	Zostera marina
SRR5380689	250	SAMN06566536	SRX2675914	IRL1.6	IR	3/27/17	0	0	3/27/17	SRR5380689	SRS2074197	IRL1.6	2014-06-17T11:31:00	Leaf	54.531944 N 5.569167 W	ZenSite:IR	AMPLICON	PRJNA379026	Metagenome or environmental	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	plant metagenome	ILLUMINA	SRP102519	missing	Zostera marina
SRR5380690	250	SAMN06566537	SRX2675915	IRL1.20	IR	3/27/17	0	0	3/27/17	SRR5380690	SRS2074198	IRL1.20	2014-06-17T11:31:00	Leaf	54.531944 N 5.569167 W	ZenSite:IR	AMPLICON	PRJNA379026	Metagenome or environmental	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	plant metagenome	ILLUMINA	SRP102519	missing	Zostera marina
SRR5380691	250	SAMN06566535	SRX2675916	IRL1.1	IR	3/27/17	1	0	3/27/17	SRR5380691	SRS2074199	IRL1.1	2014-06-17T11:31:00	Leaf	54.531944 N 5.569167 W	ZenSite:IR	AMPLICON	PRJNA379026	Metagenome or environmental	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	plant metagenome	ILLUMINA	SRP102519	missing	Zostera marina
SRR5380692	250	SAMN06566560	SRX2675917	IRE2.6	IR	3/27/17	0	0	3/27/17	SRR5380692	SRS2074200	IRE2.6	2014-07-02T17:34:00	Epiphytes	54.2225 N 7.701944 W	ZenSite:IR	AMPLICON	PRJNA379026	Metagenome or environmental	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	plant metagenome	ILLUMINA	SRP102519	missing	Zostera marina
SRR5380693	250	SAMN06566561	SRX2675918	IRE2.20	IR	3/27/17	0	0	3/27/17	SRR5380693	SRS2074201	IRE2.20	2014-07-02T17:34:00	Epiphytes	54.2225 N 7.701944 W	ZenSite:IR	AMPLICON	PRJNA379026	Metagenome or environmental	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	plant metagenome	ILLUMINA	SRP102519	missing	Zostera marina
SRR5380694	250	SAMN06566559	SRX2675919	IRE2.1	IR	3/27/17	0	0	3/27/17	SRR5380694	SRS2074202	IRE2.1	2014-07-02T17:34:00	Epiphytes	54.2225 N 7.701944 W	ZenSite:IR	AMPLICON	PRJNA379026	Metagenome or environmental	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	plant metagenome	ILLUMINA	SRP102519	missing	Zostera marina
SRR5380695	250	SAMN06566639	SRX2675920	FRW2.6	FR	3/27/17	0	0	3/27/17	SRR5380695	SRS2074203	FRW2.6	2014-06-25T11:00:00	Water	43.082895 N 2.973231 E	ZenSite:FR	AMPLICON	PRJNA379026	Metagenome or environmental	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	plant metagenome	ILLUMINA	SRP102519	missing	Zostera marina
SRR5380696	250	SAMN06566640	SRX2675921	FRW2.20	FR	3/27/17	0	0	3/27/17	SRR5380696	SRS2074204	FRW2.20	2014-06-25T11:00:00	Water	43.082895 N 2.973231 E	ZenSite:FR	AMPLICON	PRJNA379026	Metagenome or environmental	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	plant metagenome	ILLUMINA	SRP102519	missing	Zostera marina
SRR5380697	250	SAMN06566638	SRX2675922	FRW2.1	FR	3/27/17	0	0	3/27/17	SRR5380697	SRS2074205	FRW2.1	2014-06-25T11:00:00	Water	43.082895 N 2.973231 E	ZenSite:FR	AMPLICON	PRJNA379026	Metagenome or environmental	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	plant metagenome	ILLUMINA	SRP102519	missing	Zostera marina
SRR5380698	250	SAMN06566627	SRX2675923	FRW1.6	FR	3/27/17	0	0	3/27/17	SRR5380698	SRS2074206	FRW1.6	2014-06-18T10:00:00	Water	43.446971 N 3.661503 E	ZenSite:FR	AMPLICON	PRJNA379026	Metagenome or environmental	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	plant metagenome	ILLUMINA	SRP102519	missing	Zostera marina
SRR5380699	250	SAMN06566628	SRX2675924	FRW1.20	FR	3/27/17	0	0	3/27/17	SRR5380699	SRS2074207	FRW1.20	2014-06-18T10:00:00	Water	43.446971 N 3.661503 E	ZenSite:FR	AMPLICON	PRJNA379026	Metagenome or environmental	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	plant metagenome	ILLUMINA	SRP102519	missing	Zostera marina
SRR5380700	250	SAMN06566626	SRX2675925	FRW1.1	FR	3/27/17	0	0	3/27/17	SRR5380700	SRS2074208	FRW1.1	2014-06-18T10:00:00	water	43.446971 N 3.661503 E	ZenSite:FR	AMPLICON	PRJNA379026	Metagenome or environmental	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	plant metagenome	ILLUMINA	SRP102519	missing	Zostera marina
SRR5380701	250	SAMN06566636	SRX2675926	FRS2.6	FR	3/27/17	0	0	3/27/17	SRR5380701	SRS2074209	FRS2.6	2014-06-25T11:00:00	Sediment	43.082895 N 2.973231 E	ZenSite:FR	AMPLICON	PRJNA379026	Metagenome or environmental	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	plant metagenome	ILLUMINA	SRP102519	missing	Zostera marina
SRR5380702	250	SAMN06566637	SRX2675927	FRS2.20	FR	3/27/17	0	0	3/27/17	SRR5380702	SRS2074210	FRS2.20	2014-06-25T11:00:00	Sediment	43.082895 N 2.973231 E	ZenSite:FR	AMPLICON	PRJNA379026	Metagenome or environmental	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	plant metagenome	ILLUMINA	SRP102519	missing	Zostera marina
SRR5380703	250	SAMN06566635	SRX2675928	FRS2.1	FR	3/27/17	0	0	3/27/17	SRR5380703	SRS2074211	FRS2.1	2014-06-25T11:00:00	Sediment	43.082895 N 2.973231 E	ZenSite:FR	AMPLICON	PRJNA379026	Metagenome or environmental	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	plant metagenome	ILLUMINA	SRP102519	missing	Zostera marina
SRR5380704	250	SAMN06566624	SRX2675929	FRS1.6	FR	3/27/17	0	0	3/27/17	SRR5380704	SRS2074212	FRS1.6	2014-06-18T10:00:00	Sediment	43.446971 N 3.661503 E	ZenSite:FR	AMPLICON	PRJNA379026	Metagenome or environmental	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	plant metagenome	ILLUMINA	SRP102519	missing	Zostera marina
SRR5380705	250	SAMN06566625	SRX2675930	FRS1.20	FR	3/27/17	0	0	3/27/17	SRR5380705	SRS2074213	FRS1.20	2014-06-18T10:00:00	Sediment	43.446971 N 3.661503 E	ZenSite:FR	AMPLICON	PRJNA379026	Metagenome or environmental	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	plant metagenome	ILLUMINA	SRP102519	missing	Zostera marina
SRR5380706	250	SAMN06566623	SRX2675931	FRS1.1	FR	3/27/17	0	0	3/27/17	SRR5380706	SRS2074214	FRS1.1	2014-06-18T10:00:00	Sediment	43.446971 N 3.661503 E	ZenSite:FR	AMPLICON	PRJNA379026	Metagenome or environmental	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	plant metagenome	ILLUMINA	SRP102519	missing	Zostera marina
SRR5380707	250	SAMN06566633	SRX2675932	FRR2.6	FR	3/27/17	326	184	3/27/17	SRR5380707	SRS2074215	FRR2.6	2014-06-25T11:00:00	Roots	43.082895 N 2.973231 E	ZenSite:FR	AMPLICON	PRJNA379026	Metagenome or environmental	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	plant metagenome	ILLUMINA	SRP102519	missing	Zostera marina
SRR5380708	250	SAMN06566634	SRX2675933	FRR2.20	FR	3/27/17	0	0	3/27/17	SRR5380708	SRS2074216	FRR2.20	2014-06-25T11:00:00	Roots	43.082895 N 2.973231 E	ZenSite:FR	AMPLICON	PRJNA379026	Metagenome or environmental	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	plant metagenome	ILLUMINA	SRP102519	missing	Zostera marina
SRR5380709	250	SAMN06566632	SRX2675934	FRR2.1	FR	3/27/17	7	4	3/27/17	SRR5380709	SRS2074217	FRR2.1	2014-06-25T11:00:00	Roots	43.082895 N 2.973231 E	ZenSite:FR	AMPLICON	PRJNA379026	Metagenome or environmental	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	plant metagenome	ILLUMINA	SRP102519	missing	Zostera marina
SRR5380710	250	SAMN06566621	SRX2675935	FRR1.6	FR	3/27/17	0	0	3/27/17	SRR5380710	SRS2074218	FRR1.6	2014-06-18T10:00:00	Roots	43.446971 N 3.661503 E	ZenSite:FR	AMPLICON	PRJNA379026	Metagenome or environmental	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	plant metagenome	ILLUMINA	SRP102519	missing	Zostera marina
SRR5380711	250	SAMN06566622	SRX2675936	FRR1.20	FR	3/27/17	0	0	3/27/17	SRR5380711	SRS2074219	FRR1.20	2014-06-18T10:00:00	Roots	43.446971 N 3.661503 E	ZenSite:FR	AMPLICON	PRJNA379026	Metagenome or environmental	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	plant metagenome	ILLUMINA	SRP102519	missing	Zostera marina
SRR5380712	250	SAMN06566620	SRX2675937	FRR1.1	FR	3/27/17	0	0	3/27/17	SRR5380712	SRS2074220	FRR1.1	2014-06-18T10:00:00	Roots	43.446971 N 3.661503 E	ZenSite:FR	AMPLICON	PRJNA379026	Metagenome or environmental	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	plant metagenome	ILLUMINA	SRP102519	missing	Zostera marina
SRR5380713	250	SAMN06566630	SRX2675938	FRL2.6	FR	3/27/17	7	4	3/27/17	SRR5380713	SRS2074221	FRL2.6	2014-06-25T11:00:00	Leaf	43.082895 N 2.973231 E	ZenSite:FR	AMPLICON	PRJNA379026	Metagenome or environmental	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	plant metagenome	ILLUMINA	SRP102519	missing	Zostera marina
SRR5380714	250	SAMN06566631	SRX2675939	FRL2.20	FR	3/27/17	0	0	3/27/17	SRR5380714	SRS2074222	FRL2.20	2014-06-25T11:00:00	Leaf	43.082895 N 2.973231 E	ZenSite:FR	AMPLICON	PRJNA379026	Metagenome or environmental	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	plant metagenome	ILLUMINA	SRP102519	missing	Zostera marina
SRR5380715	250	SAMN06566629	SRX2675940	FRL2.1	FR	3/27/17	0	0	3/27/17	SRR5380715	SRS2074223	FRL2.1	2014-06-25T11:00:00	Leaf	43.082895 N 2.973231 E	ZenSite:FR	AMPLICON	PRJNA379026	Metagenome or environmental	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	plant metagenome	ILLUMINA	SRP102519	missing	Zostera marina
SRR5380716	250	SAMN06566618	SRX2675941	FRL1.6	FR	3/27/17	0	0	3/27/17	SRR5380716	SRS2074224	FRL1.6	2014-06-18T10:00:00	Leaf	43.446971 N 3.661503 E	ZenSite:FR	AMPLICON	PRJNA379026	Metagenome or environmental	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	plant metagenome	ILLUMINA	SRP102519	missing	Zostera marina
SRR5380717	250	SAMN06566619	SRX2675942	FRL1.20	FR	3/27/17	0	0	3/27/17	SRR5380717	SRS2074225	FRL1.20	2014-06-18T10:00:00	Leaf	43.446971 N 3.661503 E	ZenSite:FR	AMPLICON	PRJNA379026	Metagenome or environmental	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	plant metagenome	ILLUMINA	SRP102519	missing	Zostera marina
SRR5380718	250	SAMN06566617	SRX2675943	FRL1.1	FR	3/27/17	0	0	3/27/17	SRR5380718	SRS2074226	FRL1.1	2014-06-18T10:00:00	Leaf	43.446971 N 3.661503 E	ZenSite:FR	AMPLICON	PRJNA379026	Metagenome or environmental	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	plant metagenome	ILLUMINA	SRP102519	missing	Zostera marina
SRR5380719	250	SAMN06566890	SRX2675944	FIW2.6	FI	3/27/17	0	0	3/27/17	SRR5380719	SRS2074227	FIW2.6	29-Aug-14	Water	59.92025 N 21.7961833333333 E	ZenSite:FI	AMPLICON	PRJNA379026	Metagenome or environmental	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	plant metagenome	ILLUMINA	SRP102519	missing	Zostera marina
SRR5380720	250	SAMN06566891	SRX2675945	FIW2.20	FI	3/27/17	0	0	3/27/17	SRR5380720	SRS2074228	FIW2.20	29-Aug-14	Water	59.92025 N 21.7961833333333 E	ZenSite:FI	AMPLICON	PRJNA379026	Metagenome or environmental	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	plant metagenome	ILLUMINA	SRP102519	missing	Zostera marina
SRR5380721	250	SAMN06566889	SRX2675946	FIW2.1	FI	3/27/17	0	0	3/27/17	SRR5380721	SRS2074229	FIW2.1	29-Aug-14	water	59.92025 N 21.7961833333333 E	ZenSite:FI	AMPLICON	PRJNA379026	Metagenome or environmental	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	plant metagenome	ILLUMINA	SRP102519	missing	Zostera marina
SRR5380722	250	SAMN06566887	SRX2675947	FIS2.6	FI	3/27/17	0	0	3/27/17	SRR5380722	SRS2074230	FIS2.6	29-Aug-14	Sediment	59.92025 N 21.7961833333333 E	ZenSite:FI	AMPLICON	PRJNA379026	Metagenome or environmental	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	plant metagenome	ILLUMINA	SRP102519	missing	Zostera marina
SRR5380723	250	SAMN06566888	SRX2675948	FIS2.20	FI	3/27/17	0	0	3/27/17	SRR5380723	SRS2074231	FIS2.20	29-Aug-14	Sediment	59.92025 N 21.7961833333333 E	ZenSite:FI	AMPLICON	PRJNA379026	Metagenome or environmental	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	plant metagenome	ILLUMINA	SRP102519	missing	Zostera marina
SRR5380724	250	SAMN06566886	SRX2675949	FIS2.1	FI	3/27/17	0	0	3/27/17	SRR5380724	SRS2074232	FIS2.1	29-Aug-14	Sediment	59.92025 N 21.7961833333333 E	ZenSite:FI	AMPLICON	PRJNA379026	Metagenome or environmental	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	plant metagenome	ILLUMINA	SRP102519	missing	Zostera marina
SRR5380725	250	SAMN06566884	SRX2675950	FIR2.6	FI	3/27/17	0	0	3/27/17	SRR5380725	SRS2074233	FIR2.6	29-Aug-14	Roots	59.92025 N 21.7961833333333 E	ZenSite:FI	AMPLICON	PRJNA379026	Metagenome or environmental	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	plant metagenome	ILLUMINA	SRP102519	missing	Zostera marina
SRR5380726	250	SAMN06566885	SRX2675951	FIR2.20	FI	3/27/17	0	0	3/27/17	SRR5380726	SRS2074234	FIR2.20	29-Aug-14	Roots	59.92025 N 21.7961833333333 E	ZenSite:FI	AMPLICON	PRJNA379026	Metagenome or environmental	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	plant metagenome	ILLUMINA	SRP102519	missing	Zostera marina
SRR5380727	250	SAMN06566883	SRX2675952	FIR2.1	FI	3/27/17	0	0	3/27/17	SRR5380727	SRS2074235	FIR2.1	29-Aug-14	Roots	59.92025 N 21.7961833333333 E	ZenSite:FI	AMPLICON	PRJNA379026	Metagenome or environmental	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	plant metagenome	ILLUMINA	SRP102519	missing	Zostera marina
SRR5380728	250	SAMN06566881	SRX2675953	FIL2.6	FI	3/27/17	0	0	3/27/17	SRR5380728	SRS2074236	FIL2.6	29-Aug-14	Leaf	59.92025 N 21.7961833333333 E	ZenSite:FI	AMPLICON	PRJNA379026	Metagenome or environmental	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	plant metagenome	ILLUMINA	SRP102519	missing	Zostera marina
SRR5380729	250	SAMN06566882	SRX2675954	FIL2.20	FI	3/27/17	0	0	3/27/17	SRR5380729	SRS2074237	FIL2.20	29-Aug-14	Leaf	59.92025 N 21.7961833333333 E	ZenSite:FI	AMPLICON	PRJNA379026	Metagenome or environmental	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	plant metagenome	ILLUMINA	SRP102519	missing	Zostera marina
SRR5380730	250	SAMN06566880	SRX2675955	FIL2.1	FI	3/27/17	2	1	3/27/17	SRR5380730	SRS2074238	FIL2.1	29-Aug-14	Leaf	59.92025 N 21.7961833333333 E	ZenSite:FI	AMPLICON	PRJNA379026	Metagenome or environmental	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	plant metagenome	ILLUMINA	SRP102519	missing	Zostera marina
SRR5380731	250	SAMN06566439	SRX2675956	ESW2.6	ES	3/27/17	1	1	3/27/17	SRR5380731	SRS2074239	ESW2.6	2014-06-24T11:00:00	Water	37.31855 N 75.789076 W	ZenSite:ES	AMPLICON	PRJNA379026	Metagenome or environmental	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	plant metagenome	ILLUMINA	SRP102519	missing	Zostera marina
SRR5380732	250	SAMN06566440	SRX2675957	ESW2.20	ES	3/27/17	0	0	3/27/17	SRR5380732	SRS2074240	ESW2.20	2014-06-24T11:00:00	Water	37.31855 N 75.789076 W	ZenSite:ES	AMPLICON	PRJNA379026	Metagenome or environmental	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	plant metagenome	ILLUMINA	SRP102519	missing	Zostera marina
SRR5380733	250	SAMN06566438	SRX2675958	ESW2.1	ES	3/27/17	0	0	3/27/17	SRR5380733	SRS2074241	ESW2.1	2014-06-24T11:00:00	Water	37.31855 N 75.789076 W	ZenSite:ES	AMPLICON	PRJNA379026	Metagenome or environmental	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	plant metagenome	ILLUMINA	SRP102519	missing	Zostera marina
SRR5380734	250	SAMN06566427	SRX2675959	ESW1.6	ES	3/27/17	0	0	3/27/17	SRR5380734	SRS2074242	ESW1.6	2014-06-24T11:00:00	Water	37.265686 N 75.812668 W	ZenSite:ES	AMPLICON	PRJNA379026	Metagenome or environmental	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	plant metagenome	ILLUMINA	SRP102519	missing	Zostera marina
SRR5380735	250	SAMN06566428	SRX2675960	ESW1.20	ES	3/27/17	0	0	3/27/17	SRR5380735	SRS2074243	ESW1.20	2014-06-24T11:00:00	Water	37.265686 N 75.812668 W	ZenSite:ES	AMPLICON	PRJNA379026	Metagenome or environmental	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	plant metagenome	ILLUMINA	SRP102519	missing	Zostera marina
SRR5380736	250	SAMN06566426	SRX2675961	ESW1.1	ES	3/27/17	0	0	3/27/17	SRR5380736	SRS2074244	ESW1.1	2014-06-24T11:00:00	Water	37.265686 N 75.812668 W	ZenSite:ES	AMPLICON	PRJNA379026	Metagenome or environmental	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	plant metagenome	ILLUMINA	SRP102519	missing	Zostera marina
SRR5380737	250	SAMN06566436	SRX2675962	ESS2.6	ES	3/27/17	0	0	3/27/17	SRR5380737	SRS2074245	ESS2.6	2014-06-24T11:00:00	Sediment	37.31855 N 75.789076 W	ZenSite:ES	AMPLICON	PRJNA379026	Metagenome or environmental	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	plant metagenome	ILLUMINA	SRP102519	missing	Zostera marina
SRR5380738	250	SAMN06566437	SRX2675963	ESS2.20	ES	3/27/17	0	0	3/27/17	SRR5380738	SRS2074246	ESS2.20	2014-06-24T11:00:00	Sediment	37.31855 N 75.789076 W	ZenSite:ES	AMPLICON	PRJNA379026	Metagenome or environmental	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	plant metagenome	ILLUMINA	SRP102519	missing	Zostera marina
SRR5380739	250	SAMN06566435	SRX2675964	ESS2.1	ES	3/27/17	0	0	3/27/17	SRR5380739	SRS2074247	ESS2.1	2014-06-24T11:00:00	Sediment	37.31855 N 75.789076 W	ZenSite:ES	AMPLICON	PRJNA379026	Metagenome or environmental	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	plant metagenome	ILLUMINA	SRP102519	missing	Zostera marina
SRR5380740	250	SAMN06566424	SRX2675965	ESS1.6	ES	3/27/17	0	0	3/27/17	SRR5380740	SRS2074248	ESS1.6	2014-06-24T11:00:00	Sediment	37.265686 N 75.812668 W	ZenSite:ES	AMPLICON	PRJNA379026	Metagenome or environmental	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	plant metagenome	ILLUMINA	SRP102519	missing	Zostera marina
SRR5380741	250	SAMN06566425	SRX2675966	ESS1.20	ES	3/27/17	0	0	3/27/17	SRR5380741	SRS2074249	ESS1.20	2014-06-24T11:00:00	Sediment	37.265686 N 75.812668 W	ZenSite:ES	AMPLICON	PRJNA379026	Metagenome or environmental	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	plant metagenome	ILLUMINA	SRP102519	missing	Zostera marina
SRR5380742	250	SAMN06566423	SRX2675967	ESS1.1	ES	3/27/17	0	0	3/27/17	SRR5380742	SRS2074250	ESS1.1	2014-06-24T11:00:00	Sediment	37.265686 N 75.812668 W	ZenSite:ES	AMPLICON	PRJNA379026	Metagenome or environmental	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	plant metagenome	ILLUMINA	SRP102519	missing	Zostera marina
SRR5380743	250	SAMN06566433	SRX2675968	ESR2.6	ES	3/27/17	0	0	3/27/17	SRR5380743	SRS2074251	ESR2.6	2014-06-24T11:00:00	Roots	37.31855 N 75.789076 W	ZenSite:ES	AMPLICON	PRJNA379026	Metagenome or environmental	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	plant metagenome	ILLUMINA	SRP102519	missing	Zostera marina
SRR5380744	250	SAMN06566434	SRX2675969	ESR2.20	ES	3/27/17	0	0	3/27/17	SRR5380744	SRS2074253	ESR2.20	2014-06-24T11:00:00	Roots	37.31855 N 75.789076 W	ZenSite:ES	AMPLICON	PRJNA379026	Metagenome or environmental	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	plant metagenome	ILLUMINA	SRP102519	missing	Zostera marina
SRR5380745	250	SAMN06566432	SRX2675970	ESR2.1	ES	3/27/17	0	0	3/27/17	SRR5380745	SRS2074252	ESR2.1	2014-06-24T11:00:00	Roots	37.31855 N 75.789076 W	ZenSite:ES	AMPLICON	PRJNA379026	Metagenome or environmental	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	plant metagenome	ILLUMINA	SRP102519	missing	Zostera marina
SRR5380746	250	SAMN06566421	SRX2675971	ESR1.6	ES	3/27/17	0	0	3/27/17	SRR5380746	SRS2074254	ESR1.6	2014-06-24T11:00:00	Roots	37.265686 N 75.812668 W	ZenSite:ES	AMPLICON	PRJNA379026	Metagenome or environmental	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	plant metagenome	ILLUMINA	SRP102519	missing	Zostera marina
SRR5380747	250	SAMN06566422	SRX2675972	ESR1.20	ES	3/27/17	0	0	3/27/17	SRR5380747	SRS2074255	ESR1.20	2014-06-24T11:00:00	Roots	37.265686 N 75.812668 W	ZenSite:ES	AMPLICON	PRJNA379026	Metagenome or environmental	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	plant metagenome	ILLUMINA	SRP102519	missing	Zostera marina
